0,1,2,3,4,5,6,7,8,9,10,11,12,file
-532.5793,34.83025,-33.39061,-1.0447897,-10.410111,-12.279773,-15.66738,-22.309643,-5.3861175,-3.9803736,-11.78342,-6.5385194,-5.548434,data\processed_audio\Actor_02\03-01-06-01-02-02-02.wav
-448.19324,29.373827,-44.46435,-0.54696697,-21.292067,-17.95065,-11.526037,-21.577345,-9.467681,-4.019511,-13.881371,-7.0288687,-9.032962,data\processed_audio\Actor_02\03-01-06-02-01-01-02.wav
-429.1606,25.480871,-42.395958,-0.99913144,-19.54427,-19.627924,-10.850818,-21.710665,-11.720487,-6.3493667,-14.799333,-4.193622,-7.0245147,data\processed_audio\Actor_02\03-01-06-02-01-02-02.wav
-424.60587,21.709682,-37.849167,-6.94245,-16.905804,-17.708942,-11.723175,-18.683739,-9.765046,-7.9279537,-14.589634,-6.163559,-10.55397,data\processed_audio\Actor_02\03-01-06-02-02-01-02.wav
-408.94052,29.4996,-38.94734,-5.2431583,-17.624483,-15.703724,-16.908604,-23.904852,-8.259311,-4.4896436,-15.356148,-4.798309,-8.491199,data\processed_audio\Actor_02\03-01-06-02-02-02-02.wav
-563.9913,69.73175,-16.399466,9.449222,-10.96852,1.4676276,-11.91562,-16.1671,-5.132336,-1.4957798,-6.9505334,-1.5590354,-7.324115,data\processed_audio\Actor_02\03-01-07-01-01-01-02.wav
-616.5309,65.17069,-14.080523,10.448551,-10.159008,0.28009868,-8.556579,-14.573912,-6.655238,0.5003447,-6.4158998,-2.643768,-7.8774714,data\processed_audio\Actor_02\03-01-07-01-01-02-02.wav
-482.9073,84.99099,-17.282818,5.0235343,-10.610457,-5.7592463,-14.436954,-22.697159,-10.03574,-0.5771641,-15.107445,-3.144146,-13.653441,data\processed_audio\Actor_02\03-01-07-01-02-01-02.wav
-492.2389,81.28313,-26.335516,7.548226,-14.578346,-9.649714,-17.100372,-26.128912,-6.8168106,-0.18415369,-16.999092,-2.8184679,-15.4818,data\processed_audio\Actor_02\03-01-07-01-02-02-02.wav
-443.40842,73.777985,-28.827309,7.540576,-23.613611,-7.0252037,-13.238299,-24.176235,-10.659362,-1.7027376,-14.011627,-5.450862,-11.900216,data\processed_audio\Actor_02\03-01-07-02-01-01-02.wav
-440.90912,75.54644,-22.314024,8.021048,-21.296091,-4.9731674,-10.2746935,-20.443203,-10.184353,-0.39249292,-9.640172,-4.901507,-11.367493,data\processed_audio\Actor_02\03-01-07-02-01-02-02.wav
-432.2733,76.59407,-25.153656,-1.3314607,-18.62006,-8.642599,-21.308538,-25.755634,-8.678146,-4.427498,-18.168047,-0.10834554,-14.901194,data\processed_audio\Actor_02\03-01-07-02-02-01-02.wav
-462.32745,66.52473,-24.421438,0.23638843,-16.38783,-8.812723,-17.276094,-20.736643,-9.171774,-1.481692,-12.904406,1.174843,-13.647566,data\processed_audio\Actor_02\03-01-07-02-02-02-02.wav
-513.811,49.94679,-20.332106,12.517201,-10.321233,-10.269926,-4.4992595,-8.201265,-4.334584,-4.9947057,-5.5659046,-6.438897,-4.440153,data\processed_audio\Actor_02\03-01-08-01-01-01-02.wav
-490.80756,64.199104,-30.142775,6.921675,-12.317571,-11.411247,-5.93811,-13.169099,-9.7785015,-7.8974175,-10.793249,-4.872892,-8.251089,data\processed_audio\Actor_02\03-01-08-01-01-02-02.wav
-461.81943,67.49716,-26.996431,3.9148264,-15.946366,-13.557861,-8.505864,-18.668121,-8.403291,-7.018602,-14.145911,-6.10037,-14.363341,data\processed_audio\Actor_02\03-01-08-01-02-01-02.wav
-466.41187,62.4459,-30.842695,6.760877,-14.469002,-18.214012,-13.943623,-19.312819,-10.759986,-8.24969,-13.003614,-7.5479336,-9.061616,data\processed_audio\Actor_02\03-01-08-01-02-02-02.wav
-424.4431,50.11297,-28.797388,7.709065,-15.706427,-10.660869,-6.716478,-14.874622,-8.416527,-6.913388,-8.011611,-5.5695024,-3.6828942,data\processed_audio\Actor_02\03-01-08-02-01-01-02.wav
-424.92255,55.677692,-36.898396,5.056971,-18.294641,-14.29673,-6.070481,-13.382767,-9.366304,-6.5146856,-9.601361,-4.5666866,-2.5487833,data\processed_audio\Actor_02\03-01-08-02-01-02-02.wav
-413.99744,51.2388,-26.187363,-1.685848,-19.904785,-20.674091,-8.729201,-20.37254,-12.714778,-10.343396,-9.993654,-3.209534,-9.065293,data\processed_audio\Actor_02\03-01-08-02-02-01-02.wav
-399.62247,54.362583,-33.19739,-7.3287716,-20.497705,-16.81662,-14.001524,-21.66791,-10.975575,-9.050165,-13.838734,-8.271621,-13.247303,data\processed_audio\Actor_02\03-01-08-02-02-02-02.wav
-570.606,72.570564,-3.038174,13.901708,5.7385716,-2.833158,-14.956586,-8.115578,-3.631918,-10.468891,-2.139366,-2.9595242,-6.011385,data\processed_audio\Actor_03\03-01-01-01-01-01-03.wav
-618.1878,67.22322,5.293687,16.95991,10.815476,1.6716067,-7.648412,-3.5637927,0.7878498,-4.3870454,0.46842483,0.41094106,-0.5028816,data\processed_audio\Actor_03\03-01-01-01-01-02-03.wav
-569.9037,75.4449,0.13507554,16.16971,7.960638,-0.42024976,-16.44365,-7.4636517,-5.200256,-10.13471,0.28497055,-5.062493,-4.8009357,data\processed_audio\Actor_03\03-01-01-01-02-01-03.wav
-614.7136,56.237957,3.5900676,12.134906,7.093613,1.3775125,-14.9186735,-7.429235,-5.1277523,-8.373089,-1.6163725,-2.454366,-3.2325997,data\processed_audio\Actor_03\03-01-01-01-02-02-03.wav
-573.2109,82.298775,8.784992,15.234615,9.499769,0.36142227,-14.536452,-4.67912,-1.7373863,-8.145974,5.306885,-6.3550324,-3.2189224,data\processed_audio\Actor_03\03-01-02-01-01-01-03.wav
-553.427,83.78756,1.0159806,14.668347,7.393359,-3.0719025,-16.613255,-6.4533763,-1.9814475,-8.018906,5.009481,-7.4420404,-5.005111,data\processed_audio\Actor_03\03-01-02-01-01-02-03.wav
-628.0328,70.64326,1.7077384,9.204734,13.869834,-2.2797658,-18.741255,1.5543238,-1.940842,-8.605847,7.7720695,-7.4852204,-1.6210078,data\processed_audio\Actor_03\03-01-02-01-02-01-03.wav
